Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-November-2022,3380.05,3401.00,3347.05,3378.70,3375.331526712184134581,14207,2630,47953335.00,6053,42.61,53.95,-1.35
23-November-2022,3375.00,3418.05,3375.00,3381.40,3376.205356630515866184,69708,1136,235348523.00,64931,93.15,43.05,6.40
22-November-2022,3394.75,3405.55,3355.35,3374.45,3377.230400137091937280,11671,1830,39415656.00,3995,34.23,50.20,-20.30
21-November-2022,3390.00,3412.70,3365.00,3379.75,3387.953992673992673992,6825,1211,23122786.00,2692,39.44,47.70,-10.25
18-November-2022,3445.05,3453.25,3376.95,3388.90,3402.185529743235341023,18811,3894,63998512.00,,,76.30,-56.15
17-November-2022,3514.95,3514.95,3420.80,3443.80,3451.041746074961430256,11019,1787,38027029.00,3324,30.17,94.15,-71.15
16-November-2022,3507.80,3582.00,3460.00,3502.45,3537.497874980611136962,32235,4417,114031244.00,12512,38.81,122.00,-5.35
15-November-2022,3516.15,3555.35,3500.70,3510.20,3525.196887550200803212,19920,1080,70221922.00,1797,9.02,54.65,-5.95
14-November-2022,3530.00,3565.50,3499.25,3516.15,3523.796385718466491074,13668,1955,48163249.00,3045,22.28,66.25,-13.85
11-November-2022,3740.00,3740.75,3503.70,3515.65,3579.589219404543232064,75673,11168,270878255.00,25061,33.12,237.05,-224.35
10-November-2022,3727.00,3732.95,3637.30,3701.75,3689.814883638616051676,11301,2018,41698598.00,2301,20.36,95.65,-25.25
9-November-2022,3764.00,3792.95,3698.35,3732.80,3728.339523436626020807,17878,2543,66655254.00,9460,52.91,94.60,-31.20
7-November-2022,3670.00,3766.00,3670.00,3755.90,3726.233967363059972975,9621,1422,35850097.00,2405,25.00,96.00,85.90
4-November-2022,3678.65,3728.15,3645.35,3664.45,3688.501553908677982309,8366,1473,30858004.00,2228,26.63,82.80,-14.20
3-November-2022,3711.00,3746.45,3649.00,3674.85,3693.785880785880785880,9009,1504,33277317.00,2970,32.97,97.45,-36.15
2-November-2022,3845.00,3848.00,3697.90,3728.15,3739.416062706790609736,25388,5079,94936295.00,7894,31.09,150.10,-116.85
1-November-2022,3860.00,3886.00,3754.00,3798.45,3808.781775803044650010,13729,2207,52290765.00,3835,27.93,132.00,-61.55
31-October-2022,3755.00,3864.70,3755.00,3846.50,3816.929715859306546501,15978,2527,60986903.00,4935,30.89,109.70,91.50
28-October-2022,3725.00,3771.90,3704.40,3741.65,3737.673398625220512196,16439,1985,61443613.00,5309,32.30,67.50,16.65
27-October-2022,3721.30,3735.05,3660.40,3708.10,3694.196970827426695515,13403,2365,49513322.00,4070,30.37,74.65,-13.20
25-October-2022,3662.80,3724.35,3652.60,3711.40,3647.630473267069447151,123144,1967,449183807.00,113641,92.28,71.75,48.60
24-October-2022,3651.20,3679.95,3632.75,3641.10,3655.150103519668737060,1932,470,7061750.00,,,47.20,-10.10
21-October-2022,3637.10,3681.30,3568.10,3609.90,3610.174129622610861443,18469,3160,66676306.00,11903,64.45,113.20,-27.20
20-October-2022,3608.60,3659.30,3564.60,3646.15,3615.077615008995116936,7782,1253,28132534.00,1617,20.78,94.70,37.55
19-October-2022,3630.00,3683.35,3600.45,3611.10,3642.374963609898107714,20610,3099,75069348.00,8883,43.10,82.90,-18.90
18-October-2022,3515.05,3620.00,3515.05,3612.90,3585.006581571599521340,10028,1606,35950446.00,3525,35.15,104.95,97.85
17-October-2022,3472.90,3524.30,3470.95,3514.55,3479.198995219816436519,180537,2433,628124149.00,172388,95.49,53.35,41.65
14-October-2022,3517.00,3554.90,3469.15,3478.30,3515.050792462248845625,8013,1167,28166102.00,1776,22.16,85.75,-38.70
13-October-2022,3455.00,3552.30,3447.90,3471.00,3486.689658041434395540,12019,1904,41906523.00,1477,12.29,104.40,16.00
12-October-2022,3407.75,3468.60,3376.30,3455.55,3415.675910821098423056,7356,1345,25125712.00,1516,20.61,92.30,47.80
11-October-2022,3560.95,3561.00,3392.00,3407.70,3523.711004167493550307,181404,3110,639215271.00,168359,92.81,169.00,-153.25
10-October-2022,3450.20,3542.55,3447.70,3532.35,3498.031288494703128849,16236,2562,56794036.00,5799,35.72,94.85,82.15
7-October-2022,3531.40,3549.35,3469.05,3498.60,3498.263476601066280523,15193,2614,53149117.00,4427,29.14,80.30,-32.80
6-October-2022,3550.05,3595.75,3523.00,3531.40,3552.215199485951282201,17119,3093,60810372.00,6952,40.61,72.75,-18.65
4-October-2022,3549.95,3576.85,3522.20,3555.00,3559.175962851679868888,18305,2568,65150716.00,7601,41.52,54.65,5.05
3-October-2022,3776.00,3800.00,3444.65,3463.80,3580.301105571211792759,69195,9918,247738935.00,13299,19.22,355.35,-312.20
