Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-February-2023,963.20,967.15,956.05,960.50,960.576315381033679962,32215,3248,30944966.00,14398,44.69,11.10,-2.70
22-February-2023,966.00,972.65,959.45,963.15,965.844735543492889506,44582,3617,43059290.00,16236,36.42,13.20,-2.85
21-February-2023,968.05,978.95,963.25,965.95,971.853630992176065627,110686,6393,107570591.00,37650,34.02,15.70,-2.10
20-February-2023,999.00,999.00,956.20,964.05,966.963393944484105320,238130,14666,230262993.00,104027,43.68,42.80,-34.95
17-February-2023,1035.80,1035.80,1021.45,1025.80,1025.370851152405101616,26423,1925,27093374.00,6877,26.03,14.35,-10.00
16-February-2023,1023.05,1037.50,1023.05,1035.80,1033.717641301688279911,12261,888,12674412.00,4649,37.92,14.45,12.75
15-February-2023,1030.00,1033.65,1016.10,1030.40,1023.720585778718191436,17959,1492,18384998.00,7035,39.17,17.55,0.40
14-February-2023,1028.00,1032.00,1017.70,1028.55,1026.495275438709262711,15557,966,15969187.00,6628,42.60,14.30,0.55
13-February-2023,1025.05,1040.95,1018.75,1021.85,1025.975549702244617498,17464,1410,17917637.00,7440,42.60,22.20,-3.20
10-February-2023,1020.00,1036.55,1015.10,1032.95,1026.703687991402228632,35358,1795,36302189.00,9852,27.86,21.45,12.95
9-February-2023,1032.45,1044.00,1020.00,1021.00,1030.409166489021530590,23455,2224,24168247.00,7147,30.47,24.00,-11.45
8-February-2023,1031.40,1041.05,1019.40,1039.30,1029.901599634369287020,21880,1558,22534247.00,6887,31.48,21.65,7.90
7-February-2023,1022.15,1035.00,1021.25,1031.35,1028.721524180727216780,19499,1239,20059041.00,12451,63.85,13.75,9.20
6-February-2023,1020.00,1033.20,1010.40,1029.75,1021.915494430790147989,19123,1797,19542090.00,6577,34.39,22.80,9.75
3-February-2023,1014.05,1027.00,1011.00,1023.00,1020.347028862478777589,20615,1425,21034454.00,3666,17.78,16.00,8.95
2-February-2023,1029.95,1032.75,1017.50,1024.95,1023.136788628870993892,18503,2287,18931100.00,8140,43.99,15.25,-5.00
1-February-2023,1017.00,1035.00,1015.60,1032.30,1028.224028298311365646,23747,1725,24417236.00,4325,18.21,19.40,15.30
31-January-2023,1034.85,1046.75,1008.00,1017.00,1021.625530253741054001,38425,3568,39255961.00,10611,27.61,38.75,-17.85
30-January-2023,1047.10,1055.00,1029.00,1034.80,1039.713184695843655381,14532,1408,15109112.00,4213,28.99,26.00,-12.30
27-January-2023,1028.00,1072.50,1027.40,1047.05,1054.571616337528340945,60866,3979,64187556.00,7380,12.12,45.10,19.05
25-January-2023,1062.30,1067.60,1020.45,1034.40,1038.414769203508461061,45148,3764,46882350.00,8813,19.52,47.15,-27.90
24-January-2023,1059.05,1074.75,1054.85,1061.50,1066.844836008374040474,28660,2349,30575773.00,10701,37.34,19.90,2.45
23-January-2023,1050.25,1064.65,1050.25,1062.60,1059.177662298538936586,26556,1840,28127522.00,18522,69.75,14.40,12.35
20-January-2023,1064.55,1066.90,1050.50,1053.80,1058.701403819400531174,15814,2303,16742304.00,6484,41.00,16.40,-10.75
19-January-2023,1063.60,1068.85,1058.85,1065.00,1064.187022587268993839,12175,1424,12956477.00,5356,43.99,10.00,1.40
18-January-2023,1068.95,1071.55,1059.35,1063.60,1064.499115242468361518,44645,2129,47524563.00,30649,68.65,12.20,-5.35
17-January-2023,1060.05,1071.05,1053.40,1068.95,1060.921248352475993221,21244,2130,22538211.00,6988,32.89,17.65,8.90
16-January-2023,1067.00,1074.90,1050.65,1060.00,1060.219515896502010774,26358,2627,27945266.00,9011,34.19,24.25,-7.00
13-January-2023,1064.00,1070.25,1053.65,1068.25,1063.616830870279146141,24360,2111,25909706.00,10353,42.50,16.60,4.25
12-January-2023,1056.80,1063.80,1043.40,1061.55,1053.162000775494377665,38685,3203,40741572.00,14799,38.26,20.40,4.75
11-January-2023,1076.10,1079.35,1043.00,1047.75,1053.508330194939115152,55761,4558,58744678.00,15828,28.39,36.35,-28.35
10-January-2023,1077.25,1090.00,1075.05,1078.85,1081.146481178396072013,6110,688,6605805.00,1585,25.94,14.95,1.60
9-January-2023,1078.90,1096.60,1076.50,1087.30,1087.134827238979815741,66537,3582,72334690.00,53422,80.29,20.10,8.40
6-January-2023,1084.25,1093.45,1073.45,1076.45,1081.960177657332128876,13284,1021,14372759.00,2976,22.40,20.00,-7.80
5-January-2023,1067.60,1093.00,1067.60,1088.20,1082.733977801646974579,44688,3205,48385216.00,22209,49.70,25.40,20.60
4-January-2023,1075.90,1081.80,1064.00,1067.35,1071.997559338580755384,16389,1269,17568968.00,4435,27.06,17.80,-8.55
3-January-2023,1070.95,1080.65,1066.55,1075.40,1073.808126121507305819,15604,1245,16755702.00,2884,18.48,14.10,4.45
2-January-2023,1083.95,1083.95,1064.55,1070.95,1068.494926404995539696,17936,1379,19164525.00,4248,23.68,19.40,-13.00
30-December-2022,1090.15,1094.60,1073.90,1075.05,1079.723054960742326909,22416,1339,24203072.00,6667,29.74,20.70,-15.10
29-December-2022,1083.00,1097.40,1069.75,1087.30,1085.526004301930895572,80429,4312,87307771.00,41334,51.39,27.65,4.30
28-December-2022,1096.55,1103.00,1084.25,1085.50,1091.308646228039958663,29030,2330,31680690.00,8922,30.73,18.75,-11.05
27-December-2022,1099.95,1118.10,1090.65,1096.00,1099.587836036167066637,41253,1829,45361297.00,8476,20.55,27.45,-3.95
26-December-2022,1126.05,1132.55,1094.40,1096.30,1107.749413182769777326,63052,2870,69845816.00,22458,35.62,38.15,-29.75
23-December-2022,1122.00,1147.35,1112.95,1118.55,1132.969702242034089477,166679,9980,188842257.00,79073,47.44,34.40,-3.45
22-December-2022,1137.65,1147.45,1117.00,1122.50,1130.784218309194449979,95351,4167,107821406.00,15322,16.07,30.45,-15.15
21-December-2022,1091.05,1130.00,1085.50,1127.55,1113.217148739063304168,48575,3003,54074523.00,11500,23.67,44.50,36.50
20-December-2022,1093.00,1096.75,1088.90,1090.70,1090.755259178692699490,150784,1865,164468441.00,138242,91.68,7.85,-2.30
19-December-2022,1089.40,1100.55,1085.10,1096.35,1094.259655665678961888,39148,1458,42838077.00,29934,76.46,15.45,6.95
16-December-2022,1095.25,1107.85,1086.05,1089.40,1098.090864239537257570,58780,2284,64545781.00,30434,51.78,21.80,-5.85
15-December-2022,1111.65,1117.00,1100.00,1102.15,1106.041933381885085668,26089,2062,28855528.00,15670,60.06,17.00,-9.50
14-December-2022,1110.35,1118.60,1106.45,1111.65,1112.609655920644761314,12904,921,14357115.00,4072,31.56,12.15,1.30
13-December-2022,1097.05,1112.45,1088.30,1109.65,1099.985497721696459866,22824,1977,25106069.00,9653,42.29,24.15,12.60
12-December-2022,1106.95,1107.60,1092.95,1097.05,1097.919860983338444240,9783,1067,10740950.00,3464,35.41,14.65,-9.90
9-December-2022,1107.15,1115.45,1101.75,1107.45,1106.791879772148830444,41255,2265,45660699.00,29358,71.16,13.70,0.30
8-December-2022,1111.00,1113.55,1103.60,1107.15,1106.592432841468028755,13215,1107,14623619.00,5411,40.95,9.95,-3.85
7-December-2022,1109.60,1122.00,1104.00,1105.05,1112.470118218774823606,21401,1598,23807973.00,7975,37.26,18.00,-4.55
6-December-2022,1110.10,1117.60,1103.35,1109.15,1108.037615646810582697,24644,2353,27306479.00,8589,34.85,14.25,-0.95
5-December-2022,1106.60,1122.15,1106.60,1115.50,1113.079050881867783276,15762,1429,17544352.00,4297,27.26,15.55,8.90
2-December-2022,1124.00,1124.55,1099.65,1112.65,1108.082757092198581560,45120,3247,49996694.00,11231,24.89,24.90,-11.35
1-December-2022,1142.00,1144.40,1116.40,1124.55,1125.376604054305374744,69901,3067,78664950.00,16384,23.44,28.00,-17.45
30-November-2022,1121.25,1149.55,1120.45,1140.30,1129.057281868310087577,77075,4459,87022090.00,49259,63.91,29.10,19.05
29-November-2022,1101.30,1125.00,1101.30,1121.25,1118.877971949298732468,39999,2034,44754000.00,7874,19.69,23.70,19.95
28-November-2022,1100.00,1109.40,1094.25,1101.30,1101.745411764705882352,12750,1159,14047254.00,3829,30.03,15.15,1.30
25-November-2022,1096.00,1106.65,1079.15,1105.15,1094.438201292077524651,23528,1587,25749942.00,4715,20.04,27.50,9.15
24-November-2022,1109.05,1117.15,1092.40,1095.30,1106.207774369305434732,131046,2192,144964104.00,111036,84.73,24.75,-13.75
23-November-2022,1108.05,1123.40,1099.00,1107.20,1109.910346837656659865,34310,1572,38081024.00,12074,35.19,24.40,-0.85
22-November-2022,1101.05,1107.70,1097.25,1103.70,1102.747394897592526051,13915,1126,15344730.00,6442,46.30,10.45,2.65
21-November-2022,1104.95,1107.75,1093.85,1105.10,1100.655079953198127925,20512,1713,22576637.00,5782,28.19,13.90,0.15
18-November-2022,1121.05,1126.20,1099.20,1101.40,1112.642273757004888517,33548,4207,37326923.00,,,27.00,-19.65
17-November-2022,1122.40,1132.25,1116.75,1119.10,1122.422939142318762553,48293,1598,54205171.00,27578,57.11,15.50,-3.30
16-November-2022,1111.05,1136.65,1111.05,1121.00,1125.187168806143557482,35289,2029,39706730.00,10345,29.32,25.60,9.95
15-November-2022,1129.20,1133.00,1111.25,1118.60,1123.118755420072004835,76106,3633,85476076.00,15875,20.86,21.75,-10.60
14-November-2022,1121.45,1132.50,1118.25,1129.20,1121.053585621127826028,104431,2840,117072747.00,80326,76.92,14.25,7.75
11-November-2022,1131.00,1143.65,1116.55,1121.40,1129.804345482822869989,64941,4335,73370624.00,18139,27.93,27.10,-9.60
10-November-2022,1120.05,1152.20,1119.00,1122.80,1128.978315159223812995,64469,3363,72784103.00,35398,54.91,33.20,2.75
9-November-2022,1135.00,1154.35,1125.10,1129.20,1141.677233429394812680,63154,4940,72101484.00,22554,35.71,29.25,-5.80
7-November-2022,1148.90,1151.70,1116.85,1131.10,1126.520638151535430143,215184,9606,242409217.00,152516,70.88,34.85,-17.80
4-November-2022,1165.20,1175.10,1141.25,1146.35,1158.968659757545551825,68219,4519,79063683.00,14711,21.56,33.85,-18.85
3-November-2022,1147.05,1175.20,1147.05,1159.95,1161.086045221251213760,72090,3081,83702693.00,50480,70.02,28.15,12.90
2-November-2022,1162.10,1178.05,1156.40,1159.25,1167.419105148923929813,38241,3947,44643274.00,16297,42.62,21.65,-2.85
1-November-2022,1167.15,1185.20,1164.00,1174.30,1176.507880851637699971,59321,2344,69791624.00,14498,24.44,21.20,7.15
31-October-2022,1155.10,1177.90,1155.10,1166.20,1165.633694275859057765,45806,2395,53393017.00,23978,52.35,22.80,11.10
28-October-2022,1160.75,1171.80,1153.30,1154.95,1162.660229059061306984,17812,1360,20709304.00,4189,23.52,18.50,-5.80
27-October-2022,1165.00,1179.90,1155.90,1165.30,1168.358663598950063190,30859,2426,36054380.00,5866,19.01,24.00,0.30
25-October-2022,1146.45,1164.50,1146.00,1155.70,1147.358938467312829797,452930,2113,519673284.00,418678,92.44,18.50,9.25
24-October-2022,1140.00,1150.00,1140.00,1146.45,1146.393100511073253833,4696,672,5383462.00,,,10.00,6.45
21-October-2022,1132.05,1147.55,1132.05,1134.40,1138.843263735641939682,35346,2466,40253554.00,12205,34.53,15.50,2.35
20-October-2022,1125.00,1141.00,1117.65,1137.55,1132.756948406553101312,49076,3071,55591180.00,15796,32.19,23.35,12.55
19-October-2022,1130.00,1145.50,1118.85,1122.10,1130.821983236780475779,32452,2239,36697435.00,5211,16.06,26.65,-7.90
18-October-2022,1109.05,1130.00,1109.05,1125.20,1119.360775171207926562,20589,1305,23046519.00,4969,24.13,20.95,16.15
17-October-2022,1104.00,1112.50,1098.75,1108.00,1108.820791505184168697,667513,1968,740152293.00,651229,97.56,13.75,4.00
14-October-2022,1107.05,1119.85,1105.05,1109.25,1112.806915949702183984,12088,1105,13451610.00,1798,14.87,14.80,2.20
13-October-2022,1108.10,1127.40,1101.15,1103.35,1114.631323299140382833,31293,1996,34880158.00,4114,13.15,26.25,-4.75
12-October-2022,1107.35,1117.50,1099.45,1108.10,1107.797532057661141281,35171,2538,38962347.00,12680,36.05,18.05,0.75
11-October-2022,1121.00,1127.45,1104.00,1111.20,1118.333787290863193842,677009,2658,757122039.00,644614,95.21,23.45,-9.80
10-October-2022,1111.75,1131.15,1111.55,1119.40,1119.996106248113492303,33130,2088,37105471.00,13826,41.73,19.60,7.65
7-October-2022,1128.55,1147.00,1128.10,1130.00,1136.516581340261328035,26174,2606,29747185.00,5781,22.09,18.90,1.45
6-October-2022,1145.00,1149.00,1123.65,1134.25,1132.980064815999317726,46902,4044,53139031.00,18722,39.92,25.35,-10.75
4-October-2022,1136.10,1147.00,1134.65,1144.70,1142.587092034373747718,44918,3318,51322727.00,16825,37.46,12.35,8.60
3-October-2022,1115.00,1144.95,1114.95,1130.85,1134.263274265389175505,93621,6423,106190862.00,35865,38.31,30.00,15.85
30-September-2022,1117.50,1128.00,1104.80,1115.20,1117.946199876964375594,71524,5269,79959984.00,23063,32.25,23.20,-2.30
29-September-2022,1095.55,1121.00,1087.95,1117.65,1109.896543560606060606,38016,3334,42193827.00,12353,32.49,33.05,22.10
28-September-2022,1101.00,1117.20,1087.35,1096.60,1101.059522073019005534,116545,5537,128322982.00,23174,19.88,29.85,-4.40
27-September-2022,1068.20,1104.55,1068.20,1100.90,1087.241833673346933877,41665,2728,45299931.00,11462,27.51,36.35,32.70
26-September-2022,1070.90,1080.95,1051.05,1065.45,1066.657125901579475942,21906,1926,23366191.00,,,29.90,-5.45
23-September-2022,1065.00,1092.80,1063.40,1067.80,1075.549986254925318427,87304,6129,93899816.00,42184,48.32,29.40,2.80
22-September-2022,1056.20,1071.00,1050.95,1061.70,1059.161083600349548499,48062,4204,50905400.00,24195,50.34,20.05,5.50
21-September-2022,1100.00,1101.00,1064.60,1069.00,1087.860427333595903899,40624,2639,44193242.00,9201,22.65,36.40,-31.00
20-September-2022,1037.00,1096.90,1037.00,1091.40,1076.927791917994491126,57362,3573,61774732.00,20698,36.08,59.90,54.40
19-September-2022,1040.00,1044.45,1015.05,1034.85,1041.329128720891530222,498738,5115,519350407.00,454458,91.12,29.40,-5.15
16-September-2022,1040.00,1060.00,1034.90,1045.30,1049.968828590337524818,45330,3046,47595087.00,8041,17.74,25.10,5.30
15-September-2022,1056.00,1063.20,1029.00,1033.15,1039.195607104835546590,17847,1658,18546524.00,4541,25.44,34.20,-22.85
14-September-2022,1042.35,1068.00,1042.35,1058.65,1060.898823036356651416,28633,2617,30376716.00,16039,56.02,25.65,16.30
13-September-2022,1060.00,1062.80,1052.65,1058.90,1058.047242621263857055,21379,1711,22619992.00,3842,17.97,10.15,-1.10
12-September-2022,1055.00,1068.00,1055.00,1064.65,1063.643354832025280389,38607,3297,41064079.00,18062,46.78,13.00,9.65
9-September-2022,1061.00,1065.90,1055.15,1058.45,1059.869729057542299430,79611,5009,84377289.00,,,10.75,-2.55
8-September-2022,1055.00,1060.00,1043.95,1056.10,1050.846847155586017820,29180,2120,30663711.00,6329,21.69,16.05,1.10
7-September-2022,1038.10,1061.55,1035.10,1050.60,1048.780941891243715691,56291,3982,59036928.00,13970,24.82,26.45,12.50
6-September-2022,1025.65,1041.95,1025.00,1040.70,1037.597666727907404005,54430,3746,56476441.00,30151,55.39,16.95,15.05
5-September-2022,1021.45,1030.40,1011.60,1025.70,1024.826375885743657524,27237,2009,27913196.00,9019,33.11,18.80,4.25
2-September-2022,1022.80,1030.50,1012.55,1015.55,1019.768553104517584043,14189,1772,14469496.00,,,17.95,-7.25
1-September-2022,1031.30,1043.65,1020.50,1022.80,1029.439627755692085290,110680,5372,113938378.00,76781,69.37,23.15,-8.50
